Date,Region,Country,NO2_mean_mol_m2
2020-06-12,Europe,Austria,2.0744673776746053e-05
2020-06-13,Europe,Austria,2.201797812162026e-05
2020-06-14,Europe,Austria,1.3187206004961918e-05
2020-06-15,Europe,Austria,3.161037490467284e-05
2020-06-16,Europe,Austria,1.4333399624852488e-05
2020-06-17,Europe,Austria,2.3870808938863415e-05
2020-06-18,Europe,Austria,2.1141497160542047e-05
2020-06-19,Europe,Austria,1.781947636149105e-05
2020-06-20,Europe,Austria,1.4072727726759904e-05
2020-06-21,Europe,Austria,1.0885974178890703e-05
2020-06-22,Europe,Austria,2.051197678587519e-05
2020-06-23,Europe,Austria,1.996556928287606e-05
2020-06-24,Europe,Austria,1.7731080414006224e-05
2020-06-25,Europe,Austria,1.979533849068681e-05
2020-06-26,Europe,Austria,2.2474666427821123e-05
2020-06-27,Europe,Austria,2.5316294248567565e-05
2020-06-28,Europe,Austria,2.2292866238466797e-05
2020-06-29,Europe,Austria,3.3006606483575304e-05
2020-06-30,Europe,Austria,2.3234606455434216e-05
2020-07-01,Europe,Austria,2.4584879449905356e-05
2020-07-02,Europe,Austria,2.8467552230251053e-05
2020-07-03,Europe,Austria,1.813808348732846e-05
2020-07-04,Europe,Austria,1.3205930894156274e-05
2020-07-05,Europe,Austria,2.073178443639208e-05
2020-07-06,Europe,Austria,1.9386577262296277e-05
2020-07-07,Europe,Austria,1.3533245721342747e-05
2020-07-08,Europe,Austria,1.347360655912438e-05
2020-07-09,Europe,Austria,2.0575676329448523e-05
2020-07-10,Europe,Austria,1.733996084531574e-05
2020-07-11,Europe,Austria,2.112937379041332e-05
2020-07-12,Europe,Austria,1.298174045324776e-05
2020-07-13,Europe,Austria,1.6520064236070525e-05
2020-07-14,Europe,Austria,1.875845244783424e-05
2020-07-15,Europe,Austria,1.4532046797447955e-05
2020-07-16,Europe,Austria,3.3472360585041075e-05
2020-07-17,Europe,Austria,1.7331183984484393e-05
2020-07-18,Europe,Austria,1.3688562217796629e-05
2020-07-19,Europe,Austria,1.3576775281628784e-05
2020-07-20,Europe,Austria,1.8321731129329533e-05
2020-07-21,Europe,Austria,2.2329822576345525e-05
2020-07-22,Europe,Austria,1.874449946294955e-05
2020-07-23,Europe,Austria,1.73663867870805e-05
2020-07-24,Europe,Austria,3.3838818431429856e-05
2020-07-25,Europe,Austria,2.0175373214823537e-05
2020-07-26,Europe,Austria,1.9059547069974288e-05
2020-07-27,Europe,Austria,2.2446277656835083e-05
2020-07-28,Europe,Austria,2.4964038141967832e-05
2020-07-29,Europe,Austria,2.0229589766913277e-05
2020-07-30,Europe,Austria,2.3313725013770308e-05
2020-07-31,Europe,Austria,2.2869028390584128e-05
2020-08-01,Europe,Austria,2.4328681577597528e-05
2020-08-02,Europe,Austria,3.3978234175142696e-05
2020-08-03,Europe,Austria,1.5915382593576845e-05
2020-08-04,Europe,Austria,1.802237098566573e-05
2020-08-05,Europe,Austria,1.9059025151845577e-05
2020-08-06,Europe,Austria,1.834593952065613e-05
2020-08-07,Europe,Austria,2.0762112378476305e-05
2020-08-08,Europe,Austria,2.1528991864391023e-05
2020-08-09,Europe,Austria,2.369955251927559e-05
2020-08-10,Europe,Austria,2.479672493578644e-05
2020-08-11,Europe,Austria,2.361394146990329e-05
2020-08-12,Europe,Austria,2.63473468638286e-05
2020-08-13,Europe,Austria,2.7614658823624565e-05
2020-08-14,Europe,Austria,2.45840533195546e-05
2020-08-15,Europe,Austria,2.401132904857148e-05
2020-08-16,Europe,Austria,2.0470461815106005e-05
2020-08-17,Europe,Austria,2.1185303140420692e-05
2020-08-18,Europe,Austria,1.750246851472376e-05
2020-08-19,Europe,Austria,2.164516996639067e-05
2020-08-20,Europe,Austria,1.904553915743324e-05
2020-08-21,Europe,Austria,2.3111001064624005e-05
2020-08-22,Europe,Austria,2.2864687978153843e-05
2020-08-23,Europe,Austria,1.977623492501901e-05
2020-08-24,Europe,Austria,2.4580078690298027e-05
2020-08-25,Europe,Austria,2.354364663635353e-05
2020-08-26,Europe,Austria,2.1374204502728823e-05
2020-08-27,Europe,Austria,1.950722506380397e-05
2020-08-28,Europe,Austria,2.4594619924428657e-05
2020-08-29,Europe,Austria,2.011707344081909e-05
2020-08-30,Europe,Austria,3.1498950658183924e-05
2020-08-31,Europe,Austria,3.278574632527415e-05
2020-09-01,Europe,Austria,1.6418044325468342e-05
2020-09-02,Europe,Austria,1.8352136777138884e-05
2020-09-03,Europe,Austria,2.4355001469909436e-05
2020-09-04,Europe,Austria,2.444596172216877e-05
2020-09-05,Europe,Austria,2.7294496309434204e-05
2020-09-06,Europe,Austria,1.9400466843882017e-05
2020-09-07,Europe,Austria,4.374821755569181e-05
2020-09-08,Europe,Austria,3.358553321080956e-05
2020-09-09,Europe,Austria,3.5618298005316906e-05
2020-09-10,Europe,Austria,4.565623307082304e-05
2020-09-11,Europe,Austria,3.759399129018408e-05
2020-09-12,Europe,Austria,2.405183935496141e-05
2020-09-13,Europe,Austria,1.6256673690321202e-05
2020-09-14,Europe,Austria,
2020-09-15,Europe,Austria,2.903900676775589e-05
2020-09-16,Europe,Austria,2.9055270274454813e-05
2020-09-17,Europe,Austria,2.0663679278719128e-05
2020-09-18,Europe,Austria,2.4266604049542012e-05
2020-09-19,Europe,Austria,1.8432858123837622e-05
2020-09-20,Europe,Austria,2.4108055200586635e-05
2020-09-21,Europe,Austria,3.27458783701674e-05
2020-09-22,Europe,Austria,3.795471346940579e-05
2020-09-23,Europe,Austria,3.2856159572991206e-05
2020-09-24,Europe,Austria,2.580200782504877e-05
2020-09-25,Europe,Austria,3.498255686594101e-05
2020-09-26,Europe,Austria,4.112982172115077e-05
2020-09-27,Europe,Austria,4.0301211875358654e-05
2020-09-28,Europe,Austria,1.5152124489106098e-05
2020-09-29,Europe,Austria,2.708642670536378e-05
2020-09-30,Europe,Austria,3.3254554823077344e-05
2020-10-01,Europe,Austria,3.5364348959583766e-05
2020-10-02,Europe,Austria,5.486127753434336e-05
2020-10-03,Europe,Austria,2.7485663422088968e-05
2020-10-04,Europe,Austria,2.5748519810363093e-05
2020-10-05,Europe,Austria,2.5773155968599955e-05
2020-10-06,Europe,Austria,2.2554260942867443e-05
2020-10-07,Europe,Austria,9.479663943452384e-06
2020-10-08,Europe,Austria,2.738157816832994e-05
2020-10-09,Europe,Austria,3.755554809186156e-05
2020-10-10,Europe,Austria,3.625976027927706e-05
2020-10-11,Europe,Austria,1.2109799565022712e-05
2020-10-12,Europe,Austria,1.3931303851943446e-05
2020-10-13,Europe,Austria,1.5944123254088937e-05
2020-10-14,Europe,Austria,2.3753548975929563e-05
2020-10-15,Europe,Austria,4.257175866253282e-05
2020-10-16,Europe,Austria,1.1506769789973494e-05
2020-10-17,Europe,Austria,1.8773862080206484e-05
2020-10-18,Europe,Austria,2.343091570458039e-05
2020-10-19,Europe,Austria,2.4100337012048595e-05
2020-10-20,Europe,Austria,2.8652426818246463e-05
2020-10-21,Europe,Austria,1.727493897710972e-05
2020-10-22,Europe,Austria,4.008997475512682e-05
2020-10-23,Europe,Austria,4.634065263118141e-05
2020-10-24,Europe,Austria,4.350401289142073e-05
2020-10-25,Europe,Austria,2.180571517809108e-05
2020-10-26,Europe,Austria,2.985622617752697e-05
2020-10-27,Europe,Austria,1.2505464059324648e-05
2020-10-28,Europe,Austria,5.325418590719411e-05
2020-10-29,Europe,Austria,2.8919904886081032e-05
2020-10-30,Europe,Austria,2.209875762740033e-05
2020-10-31,Europe,Austria,1.7344684016097553e-05
2020-11-01,Europe,Austria,2.136861642573684e-05
2020-11-02,Europe,Austria,2.327608589708024e-05
2020-11-03,Europe,Austria,3.372315124812909e-05
2020-11-04,Europe,Austria,7.581438325513809e-05
2020-11-05,Europe,Austria,3.7004693628269534e-05
2020-11-06,Europe,Austria,3.189956749885163e-05
2020-11-07,Europe,Austria,3.271584401235957e-05
2020-11-08,Europe,Austria,3.246622726313144e-05
2020-11-09,Europe,Austria,2.79686908540903e-05
2020-11-10,Europe,Austria,3.538154335821635e-05
2020-11-11,Europe,Austria,2.085704876288517e-05
2020-11-12,Europe,Austria,1.4917105662383914e-05
2020-11-13,Europe,Austria,2.2003333780296966e-05
2020-11-14,Europe,Austria,2.629615121432832e-05
2020-11-15,Europe,Austria,2.336132773645385e-05
2020-11-16,Europe,Austria,1.934083197217049e-05
2020-11-17,Europe,Austria,2.494899591902377e-05
2020-11-18,Europe,Austria,3.7485483597227365e-05
2020-11-19,Europe,Austria,3.218258956608691e-05
2020-11-20,Europe,Austria,1.2537144290030713e-05
2020-11-21,Europe,Austria,2.1966269231758398e-05
2020-11-22,Europe,Austria,2.461419192685876e-05
2020-11-23,Europe,Austria,5.02517552949522e-05
2020-11-24,Europe,Austria,2.7879213775813564e-05
2020-11-25,Europe,Austria,2.0708659171358223e-05
2020-11-26,Europe,Austria,2.3989374858527943e-05
2020-11-27,Europe,Austria,2.4140168036951005e-05
2020-11-28,Europe,Austria,2.9778077454356105e-05
2020-11-29,Europe,Austria,2.8632310549717126e-05
2020-11-30,Europe,Austria,3.8752919428372e-05
2020-12-01,Europe,Austria,1.573200265168614e-05
2020-12-02,Europe,Austria,2.171117532396606e-05
2020-12-03,Europe,Austria,4.81684392463751e-05
2020-12-04,Europe,Austria,5.575701791226654e-05
2020-12-05,Europe,Austria,8.905382861488943e-05
2020-12-06,Europe,Austria,5.182583774917166e-05
2020-12-07,Europe,Austria,5.528748052508464e-05
2020-12-08,Europe,Austria,2.1468061691662455e-05
2020-12-09,Europe,Austria,4.43337855191076e-05
2020-12-10,Europe,Austria,8.953106562860665e-06
2020-12-11,Europe,Austria,5.396634172588247e-05
2020-12-12,Europe,Austria,3.486554136546152e-05
2020-12-13,Europe,Austria,3.1043026049829395e-05
2020-12-14,Europe,Austria,4.093353301892495e-05
2020-12-15,Europe,Austria,7.986775864327301e-05
2020-12-16,Europe,Austria,3.4530903601685605e-05
2020-12-17,Europe,Austria,3.559509856628658e-05
2020-12-18,Europe,Austria,2.788254844366858e-05
2020-12-19,Europe,Austria,2.480640042326324e-05
2020-12-20,Europe,Austria,2.6397932007826453e-05
2020-12-21,Europe,Austria,2.8038889960643423e-05
2020-12-22,Europe,Austria,3.540285298572012e-05
2020-12-23,Europe,Austria,5.828968052396026e-05
2020-12-24,Europe,Austria,3.1458765491226765e-05
2020-12-25,Europe,Austria,6.672623576912895e-05
2020-12-26,Europe,Austria,2.406372389666237e-05
2020-12-27,Europe,Austria,2.002447833462754e-05
2020-12-28,Europe,Austria,-4.645506653110075e-07
2020-12-29,Europe,Austria,1.6789109478593893e-05
2020-12-30,Europe,Austria,2.89464563432352e-05
2020-12-31,Europe,Austria,4.625995173712177e-05
2021-01-01,Europe,Austria,3.0395883617130446e-05
2021-01-02,Europe,Austria,3.55526272540486e-05
2021-01-03,Europe,Austria,1.1899617957991833e-05
2021-01-04,Europe,Austria,9.791446141404465e-06
2021-01-05,Europe,Austria,1.3275695183146652e-05
2021-01-06,Europe,Austria,1.301612965333074e-05
2021-01-07,Europe,Austria,2.6169472736119503e-05
2021-01-08,Europe,Austria,5.500116802050498e-05
2021-01-09,Europe,Austria,3.584204240882948e-05
2021-01-10,Europe,Austria,2.6433771556747555e-05
2021-01-11,Europe,Austria,4.555980402397626e-05
2021-01-12,Europe,Austria,0.0001002972202133
2021-01-13,Europe,Austria,4.228836312604119e-05
2021-01-14,Europe,Austria,8.239724488662322e-05
2021-01-15,Europe,Austria,2.3400815045150792e-05
2021-01-16,Europe,Austria,2.7654072857356375e-05
2021-01-17,Europe,Austria,4.612649090618188e-05
2021-01-18,Europe,Austria,0.0003388462491866
2021-01-19,Europe,Austria,2.827003356234454e-05
2021-01-20,Europe,Austria,5.412463422125662e-05
2021-01-21,Europe,Austria,3.5974742512291206e-05
2021-01-22,Europe,Austria,6.654333828429705e-05
2021-01-23,Europe,Austria,4.08523319721145e-05
2021-01-24,Europe,Austria,3.678283072511518e-05
2021-01-25,Europe,Austria,1.9535371184743947e-05
2021-01-26,Europe,Austria,5.15330865028771e-05
2021-01-27,Europe,Austria,3.065149802998704e-05
2021-01-28,Europe,Austria,-2.384854396286093e-05
2021-01-29,Europe,Austria,1.5163400213836167e-05
2021-01-30,Europe,Austria,1.9586774352984757e-05
2021-01-31,Europe,Austria,1.738184447859546e-05
2021-02-01,Europe,Austria,3.32344829333849e-05
2021-02-02,Europe,Austria,5.6947598144462605e-05
2021-02-03,Europe,Austria,2.7755184487386062e-05
2021-02-04,Europe,Austria,3.040943220981864e-05
2021-02-05,Europe,Austria,3.996777822667319e-05
2021-02-06,Europe,Austria,4.181664221660434e-05
2021-02-07,Europe,Austria,4.4317898665408056e-05
2021-02-08,Europe,Austria,7.6413301294193e-06
2021-02-09,Europe,Austria,7.506206014784404e-06
2021-02-10,Europe,Austria,9.324471784728511e-06
2021-02-11,Europe,Austria,4.313713239305903e-05
2021-02-12,Europe,Austria,2.427451585192201e-05
2021-02-13,Europe,Austria,1.7506667502991352e-05
2021-02-14,Europe,Austria,1.0986738357262956e-05
2021-02-15,Europe,Austria,2.3583460903611674e-05
2021-02-16,Europe,Austria,2.8724119348472933e-05
2021-02-17,Europe,Austria,2.4100303634820493e-05
2021-02-18,Europe,Austria,3.277460356172372e-05
2021-02-19,Europe,Austria,3.000919134062005e-05
2021-02-20,Europe,Austria,2.3586919637059603e-05
2021-02-21,Europe,Austria,1.6496918272775536e-05
2021-02-22,Europe,Austria,2.5632997457762404e-05
2021-02-23,Europe,Austria,3.029260328247043e-05
2021-02-24,Europe,Austria,3.953297566228648e-05
2021-02-25,Europe,Austria,3.038260560120908e-05
2021-02-26,Europe,Austria,4.196593653063933e-05
2021-02-27,Europe,Austria,1.9512822730199644e-05
2021-02-28,Europe,Austria,2.3448914951929098e-05
2021-03-01,Europe,Austria,3.097717377399128e-05
2021-03-02,Europe,Austria,3.758395687658963e-05
2021-03-03,Europe,Austria,5.115479775500015e-05
2021-03-04,Europe,Austria,2.263718992122116e-05
2021-03-05,Europe,Austria,5.05072544374726e-05
2021-03-06,Europe,Austria,2.6187468517875492e-05
2021-03-07,Europe,Austria,2.7720924352017792e-05
2021-03-08,Europe,Austria,4.1138538918984544e-05
2021-03-09,Europe,Austria,3.308420036107521e-05
2021-03-10,Europe,Austria,4.780681062236701e-05
2021-03-11,Europe,Austria,1.153779316886494e-05
2021-03-12,Europe,Austria,2.535904440037724e-05
2021-03-13,Europe,Austria,2.63875353417419e-05
2021-03-14,Europe,Austria,4.418833117608486e-06
2021-03-15,Europe,Austria,3.0375877102235663e-05
2021-03-16,Europe,Austria,3.428271164424982e-05
2021-03-17,Europe,Austria,3.3797813157052864e-05
2021-03-18,Europe,Austria,2.6734519585815872e-05
2021-03-19,Europe,Austria,2.405837137742904e-05
2021-03-20,Europe,Austria,2.2013325626934756e-05
2021-03-21,Europe,Austria,1.1121927254949502e-05
2021-03-22,Europe,Austria,2.9892906131186585e-05
2021-03-23,Europe,Austria,1.157041803502194e-05
2021-03-24,Europe,Austria,3.0024710868271595e-05
2021-03-25,Europe,Austria,4.238539483477401e-05
2021-03-26,Europe,Austria,3.376322159324908e-05
2021-03-27,Europe,Austria,4.3958691322906434e-05
2021-03-28,Europe,Austria,2.2660841643338705e-05
2021-03-29,Europe,Austria,3.541928559359859e-05
2021-03-30,Europe,Austria,2.951243537338399e-05
2021-03-31,Europe,Austria,2.60855998111072e-05
2021-04-01,Europe,Austria,2.773125126853023e-05
2021-04-02,Europe,Austria,3.657897263920596e-05
2021-04-03,Europe,Austria,2.069923744759582e-05
2021-04-04,Europe,Austria,1.877531682539423e-05
2021-04-05,Europe,Austria,2.6547135031384815e-05
2021-04-06,Europe,Austria,1.085188665669803e-05
2021-04-07,Europe,Austria,3.011977325204837e-05
2021-04-08,Europe,Austria,2.050042909907304e-05
2021-04-09,Europe,Austria,3.784858781518062e-05
2021-04-10,Europe,Austria,2.873985915170355e-05
2021-04-11,Europe,Austria,2.5342542869978123e-05
2021-04-12,Europe,Austria,9.959448864067214e-05
2021-04-13,Europe,Austria,6.576753112110921e-06
2021-04-14,Europe,Austria,5.156181023037852e-06
2021-04-15,Europe,Austria,1.0729185555434916e-05
2021-04-16,Europe,Austria,1.5022591454060424e-05
2021-04-17,Europe,Austria,1.1333288087097492e-05
2021-04-18,Europe,Austria,3.0557407371141734e-06
2021-04-19,Europe,Austria,9.478476238128834e-06
2021-04-20,Europe,Austria,2.332672083132119e-05
2021-04-21,Europe,Austria,2.200192804848972e-05
2021-04-22,Europe,Austria,1.995836360367723e-05
2021-04-23,Europe,Austria,3.62246031525316e-05
2021-04-24,Europe,Austria,2.568343290417387e-05
2021-04-25,Europe,Austria,2.6638513112454786e-05
2021-04-26,Europe,Austria,3.7723072799122834e-05
2021-04-27,Europe,Austria,3.1517418226386537e-05
2021-04-28,Europe,Austria,2.5416132484062375e-05
2021-04-29,Europe,Austria,3.81431917793868e-05
2021-04-30,Europe,Austria,3.245005654945035e-05
2021-05-01,Europe,Austria,3.317773074162171e-05
2021-05-02,Europe,Austria,9.408749291589648e-06
2021-05-03,Europe,Austria,1.775215611768642e-05
2021-05-04,Europe,Austria,2.44891772769648e-05
2021-05-05,Europe,Austria,2.809808584520848e-05
2021-05-06,Europe,Austria,1.350741087794278e-05
2021-05-07,Europe,Austria,1.586682598995191e-05
2021-05-08,Europe,Austria,2.774714764575522e-05
2021-05-09,Europe,Austria,1.860981282620749e-05
2021-05-10,Europe,Austria,2.015396708542019e-05
2021-05-11,Europe,Austria,1.830639578773128e-05
2021-05-12,Europe,Austria,1.882217183254686e-05
2021-05-13,Europe,Austria,6.352990925945924e-06
2021-05-14,Europe,Austria,1.8096550808324936e-05
2021-05-15,Europe,Austria,1.5476503295754447e-05
2021-05-16,Europe,Austria,1.834001575969497e-05
2021-05-17,Europe,Austria,8.711248302855275e-06
2021-05-18,Europe,Austria,1.990577884109669e-05
2021-05-19,Europe,Austria,7.497645170619867e-06
2021-05-20,Europe,Austria,2.178900320563197e-05
2021-05-21,Europe,Austria,4.114400859356493e-05
2021-05-22,Europe,Austria,1.6215353777907326e-05
2021-05-23,Europe,Austria,1.5067586647991233e-05
2021-05-24,Europe,Austria,1.0443059635756175e-05
2021-05-25,Europe,Austria,1.1801654714436595e-05
2021-05-26,Europe,Austria,2.3422032264705377e-05
2021-05-27,Europe,Austria,2.058963823657738e-05
2021-05-28,Europe,Austria,2.656098695969027e-05
2021-05-29,Europe,Austria,2.7670526737350776e-05
2021-05-30,Europe,Austria,2.0089746474227788e-05
2021-05-31,Europe,Austria,1.60524885354011e-05
2021-06-01,Europe,Austria,1.9608515135424994e-05
2021-06-02,Europe,Austria,1.8966672740743427e-05
2021-06-03,Europe,Austria,2.128842318311077e-05
2021-06-04,Europe,Austria,2.48837586329555e-05
2021-06-05,Europe,Austria,2.3504425317752884e-05
2021-06-06,Europe,Austria,2.6568955761916723e-05
2021-06-07,Europe,Austria,2.6987095998970025e-05
2021-06-08,Europe,Austria,2.564086334267418e-05
2021-06-09,Europe,Austria,2.919549431596264e-05
2021-06-10,Europe,Austria,2.172171045989917e-05
2021-06-11,Europe,Austria,2.3587341618674626e-05
2021-06-12,Europe,Austria,2.452987868658894e-05
2021-06-13,Europe,Austria,2.27718328722238e-05
2021-06-14,Europe,Austria,2.3733860615437304e-05
2021-06-15,Europe,Austria,1.8743030883193067e-05
2021-06-16,Europe,Austria,2.342367355512152e-05
2021-06-17,Europe,Austria,2.540257531307548e-05
2021-06-18,Europe,Austria,2.5253104975792707e-05
2021-06-19,Europe,Austria,1.941826376333849e-05
2021-06-20,Europe,Austria,2.321284150852253e-05
2021-06-21,Europe,Austria,2.058595428333625e-05
2021-06-22,Europe,Austria,2.0863809537998865e-05
2021-06-23,Europe,Austria,2.0247390079057117e-05
2021-06-24,Europe,Austria,2.0387285799846564e-05
2021-06-25,Europe,Austria,1.705070525660846e-05
2021-06-26,Europe,Austria,1.998122123172424e-05
2021-06-27,Europe,Austria,1.4586308543209246e-05
2021-06-28,Europe,Austria,2.0244135903640238e-05
2021-06-29,Europe,Austria,2.2744503519474448e-05
2021-06-30,Europe,Austria,2.636036265604847e-05
2021-07-01,Europe,Austria,5.937656804993214e-06
2021-07-02,Europe,Austria,1.681179904527152e-05
2021-07-03,Europe,Austria,1.7276273288289946e-05
2021-07-04,Europe,Austria,2.102369871793234e-05
2021-07-05,Europe,Austria,2.131586171214261e-05
2021-07-06,Europe,Austria,1.8476101246181253e-05
2021-07-07,Europe,Austria,1.6648885387753043e-05
2021-07-08,Europe,Austria,1.8420409748965047e-05
2021-07-09,Europe,Austria,1.7744271695218236e-05
2021-07-10,Europe,Austria,1.3346764357149247e-05
2021-07-11,Europe,Austria,2.06035949784728e-05
2021-07-12,Europe,Austria,1.7056546809009063e-05
2021-07-13,Europe,Austria,1.3076732244614542e-05
2021-07-14,Europe,Austria,2.4491569406693715e-05
2021-07-15,Europe,Austria,1.7644848384280568e-05
2021-07-16,Europe,Austria,2.212861153720124e-05
2021-07-17,Europe,Austria,3.771475836516046e-05
2021-07-18,Europe,Austria,2.598187918664282e-05
2021-07-19,Europe,Austria,2.1007479720910552e-05
2021-07-20,Europe,Austria,1.8620245187376368e-05
